date,crop,price,temperature,humidity,wind_speed,meanpressure,month
2016-01-01,Arhar (Tur/Red Gram)(Whole),5916.666667,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Arhar (Tur/Red Gram)(Whole),7191.090047,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Banana - Green,909.0163934,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Banana - Green,1500.0,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Bengal Gram(Gram)(Whole),6313.856942,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Castor Seed,3327.81337,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Coriander(Leaves),7486.610879,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Cotton,4500.0,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Dry Chillies,8404.57845,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Ground Nut Seed,7866.666667,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Ground Nut Seed,7400.764951,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Groundnut,4298.989899,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Groundnut,4845.747636,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Groundnut,5300.0,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Mousambi(Sweet Lime),1804.871795,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Onion,370.0,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Onion,462.8888889,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Paddy(Dhan)(Common),1480.293758,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Rice,3900.0,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Safflower,3333.333333,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Sunflower,3225.0,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Sunflower,3888.902148,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Sunflower Seed,3945.1417,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Tamarind Fruit,6966.264382,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Tamarind Fruit,9322.469636,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
2016-01-01,Tamarind Fruit,8338.146106,14.714285714285714,72.28571428571429,1.0571428571428572,1021.1428571428572,1
